8.339039634832245973e-01,4.551031282679905976e-01,7.559432970264683416e-01,7.980345494510802107e-01,7.225745873300163380e-01,6.935910868911173699e-01,6.901260165029714511e-01,4.558739744024442042e-01,3.715948945562576600e-01,8.877719343780910988e-01,8.437824295597869950e-01,6.248609500664873417e-01,8.611178107861782172e-01,3.543536806935264072e-01,3.177526916835087256e-01,8.127535573761375254e-01,9.366931889472024375e-01,6.815941464390924409e-01,7.774957920472398420e-01,8.433892283022665914e-01,6.680863579287009690e-01,7.683814956271611818e-01,7.784227261360663341e-01,6.731017782549991724e-01,5.733700635900366160e-01,9.419018077608594108e-01,9.083881388452174077e-01,5.405316407454207051e-01,9.490289935125051368e-01,2.001367839503663815e-01,5.591518769974977987e-01,9.260340905856755400e-01,5.440186666113664415e-01,2.749529790104972560e-01,4.867396439903699107e-02,5.193098262289276290e-01,6.126390981946983061e-02,1.354675779449019124e-01,1.072765038084866479e-01,1.227397251582853892e-02,3.463480541398314405e-02,1.141510344363688423e-01,4.078240807059965028e-02,1.203849651870238409e-02,6.063130920241011773e-02,2.274993649176326044e-02,6.043022386372129406e-02,4.583903676625309537e-02,6.040697651227129317e-01,4.307170748160760176e-02,4.997342621906034760e-02,2.166852545315949702e-02,5.170409302626143705e-02,7.616436783842125968e-02,1.040939526661193437e-01,9.924158362295645852e-02,2.767039265593347619e-02,1.503078624554356549e-02,2.803037931078427442e-02,1.091617936781896780e-02,4.382539532025771928e-02,1.126752125933064286e-02,1.367618062666768955e-02,1.057904532428270185e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.026583564277261829e-01,9.284629706443930930e-01,9.239425793712056079e-01,8.095504874287359209e-01,9.341789013159176314e-01,8.410084539256839076e-01,8.286898628101365682e-01,9.331820095081675426e-01,9.210056768441723385e-01,6.169258487885898035e-01,8.006072296986683767e-01,9.273475179137163904e-01,7.858561193258345456e-01,9.061531915428006068e-01,9.319687670141654223e-01,7.022022624349536501e-01,9.058280670487550701e-01,9.508606036626012781e-01,8.651995790568925981e-01,6.772437175600838355e-01,8.942414939969987042e-01,7.196755479353642571e-01,7.188271079203663039e-01,8.454746652623579273e-01,9.411026736599739095e-01,7.671232419576792250e-01,7.592122688944541453e-01,2.619990529348561470e-01,7.697581956669777847e-01,6.968167542145883298e-01,8.857667707441067018e-01,6.383621672132118174e-01,5.756076699250484152e-01,3.868148944384434268e-02,2.581217052296741477e-01,5.694199428654883599e-02,4.066586491428455519e-01,1.187822499694320827e-01,4.130720424435717075e-01,1.609778637970483289e-02,4.429257740709969249e-01,2.134756890280008201e-02,2.797938130424193481e-02,1.429066624945955419e-02,2.768992626570870169e-02,1.092102615769172808e-02,2.035031605472895078e-02,1.100007765596632166e-02,6.097904155590440078e-01,9.969675154762940028e-02,1.030084929601542271e-01,1.665531640925829379e-02,1.350035353384882453e-01,3.112657601579959382e-02,1.976523411824837873e-01,1.039051323203762089e-01,2.141073285562690165e-01,3.081763088499010067e-02,1.918382960192549225e-01,5.710130171710245395e-02,1.663084357782002032e-01,1.528671611365321065e-02,8.498299883404711319e-02,1.193930078694901142e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.306803757035108760e-01,8.781897907419672356e-01,9.311179099955941840e-01,7.497097069943410297e-01,9.069499436820885885e-01,7.681742931732175039e-01,7.508714824607934935e-01,8.724714435926990141e-01,8.674674075812618401e-01,7.566404261528923980e-01,7.275526012159738709e-01,8.770782933933555237e-01,7.560712009122266819e-01,7.362719934493320295e-01,7.795323053701030958e-01,6.919915599172010712e-01,7.719216818561507321e-01,5.639072353043866892e-01,5.930139897105951574e-01,8.030039593282364274e-01,5.115275399344424434e-01,7.441713902105708822e-01,8.143375618242358893e-01,6.055177172569901067e-01,4.907428667925440857e-01,8.275937190853304148e-01,8.484421050684300969e-01,4.297769723345451487e-01,8.312503464297729128e-01,3.932431590198239846e-01,4.100834517500596132e-01,7.361063685460691453e-01,8.556972431394166412e-01,3.838824592802254909e-02,1.730987884851809544e-01,3.981898463644700792e-02,2.152450885298955452e-01,3.350428320992206999e-01,2.396750002401176749e-01,3.789857485305978685e-02,1.109124899866022890e-01,2.375721778098504114e-02,2.720464570985361291e-02,1.369408938546515762e-02,2.982392773529444346e-02,1.085246935813550390e-02,1.681101124952370796e-02,1.358547111506614932e-02,8.873004199877789766e-01,3.583122820716604096e-02,5.014732722229015699e-02,2.684568716297267010e-02,5.364327358172794186e-02,3.150497522996371230e-02,1.338027538228070135e-01,5.543623394784476244e-02,4.774441247178352887e-02,1.810493319432139869e-01,2.024944136090083002e-01,3.896981111140497278e-01,2.255328898676582650e-01,5.864477799834891814e-01,2.370832087835053059e-01,2.550838793499076163e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.963366415840985368e-01,9.081733127853496290e-01,9.543403581246858725e-01,7.300812619477484722e-01,9.420868488898390680e-01,8.144539964552586220e-01,8.356935580059320356e-01,9.310913101985843765e-01,9.155689605189639702e-01,7.190467572423780984e-01,6.860994674549668604e-01,2.999865947949231781e-01,7.166955184661658596e-01,9.465175219520387540e-01,4.283226400863980321e-01,7.865930517164698710e-01,8.491795057987554518e-01,8.975698754873002727e-01,8.620582295540220041e-01,7.714480955511910931e-01,9.604866086978811612e-01,6.703995727196845333e-01,6.690583510754826158e-01,9.385874439256935986e-01,7.668083062337098799e-01,7.731140369877854690e-01,7.758731323056143880e-01,6.583123078402925987e-01,7.785401976294401560e-01,5.458861170804236718e-01,7.428167655611799258e-01,7.411375171606826573e-01,5.611201533173874045e-01,7.169315085331069703e-02,1.494891273604533333e-01,2.221965454309384608e-02,3.056256211085375263e-01,8.121015779594813189e-02,1.001931595224796606e-01,1.351121758652947848e-02,3.556556662077549613e-01,1.237411199828630654e-01,6.846978005332031436e-02,1.477953852845886352e-02,6.582649738468512868e-02,1.226368661581476310e-02,1.409108062355442226e-02,1.203391528163421514e-02,6.210939844399357979e-01,2.345769006187351513e-01,1.418023150416000133e-01,3.189336865340180321e-02,1.462875282895901297e-01,5.715011393171883641e-02,1.529460477488474857e-01,4.731029678276646444e-02,7.483487886712851533e-02,2.508617266247258337e-01,2.704395137179622655e-01,7.758074267239364885e-02,2.449842957314646852e-01,3.655218116242821280e-02,8.939614589006367185e-02,1.097012149658398161e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.376243804488425981e-01,2.735218058119584517e-01,5.915187709183875597e-01,9.766339900415507147e-01,5.482706272792894353e-01,7.385737501356337553e-01,7.277241559961926676e-01,5.704273288184665835e-01,6.449894291594623352e-01,7.916676107587524713e-01,7.687921994116867497e-01,5.986095211122337556e-01,7.731184266404060867e-01,6.034615735041565232e-01,7.312639845728330368e-01,7.684241966607580077e-01,7.717904314058544601e-01,5.746753447883112820e-01,5.642334478854850177e-01,8.238111152287042049e-01,8.321129209280512251e-01,7.538219354701974906e-01,8.236101831547812946e-01,9.103404606518428199e-01,8.063233363895544459e-01,8.152757541823276721e-01,7.894396915593271391e-01,8.133346121942013340e-01,8.138806863756482546e-01,8.179354266070719692e-01,7.953901903111341154e-01,7.463002402140621605e-01,7.526935090625922475e-01,2.448603719076337254e-02,3.103135104315483950e-02,1.948317819395360001e-02,5.023176263308859468e-02,4.963553854375672703e-02,1.722847825379469622e-01,1.572668605444496603e-01,1.030007840430570282e-01,2.777136344194656992e-02,1.878445276930355012e-01,3.270644609890457910e-02,1.387997164262258776e-01,3.887530866100869648e-02,5.788686475997398273e-02,5.823188355635521007e-02,7.934266692911793317e-01,9.655341405938866473e-02,4.614911874017018495e-02,1.988485720487313535e-01,1.021878383697755049e-01,2.240502226419018375e-02,4.258701451030438151e-02,1.117336327989044628e-02,7.676680876672774267e-02,4.931774202710553778e-02,2.831125664565600220e-01,8.273165634807413960e-02,2.887138634063045051e-01,9.899999999999999911e-01,4.326179077334140199e-01,4.720114472871276418e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.605759725398251625e-01,8.888480835197521968e-01,7.714362317454982465e-01,7.409347951429670065e-01,9.284121583232466390e-01,7.160949115290611289e-01,7.486967528920330794e-01,7.086953131463511468e-01,8.355185245703886654e-01,7.832719995139884039e-01,7.980491765604909027e-01,8.482473049242007512e-01,7.953889319649493084e-01,7.867711429736159445e-01,8.235582930401392776e-01,7.264724590348281552e-01,7.114278166395643366e-01,9.243457467544066164e-01,7.474077522565198972e-01,7.834584842346642430e-01,9.190434080934850591e-01,7.803413196764702464e-01,7.666687983158922970e-01,8.809869091194650892e-01,8.275263215247907755e-01,8.124491523453473141e-01,7.363531101395516254e-01,8.971925996069216591e-01,8.171211765305352870e-01,9.050121341681556242e-01,9.244674955692819829e-01,6.704739768773811948e-01,8.510060302207509420e-01,3.702472825386753097e-02,1.235981453628360316e-01,1.197717239506508463e-01,1.611152689257199788e-01,2.254845898038404864e-02,6.087570748343228838e-02,1.440418963323948642e-02,1.372213384108837975e-01,1.118885699265055877e-01,5.029165973323062033e-01,1.326648269032151550e-01,5.452047823908228175e-01,5.502607186802131040e-02,3.462129008322659129e-01,2.821049483051138451e-01,8.646976467263340904e-01,1.389380202498065875e-01,1.326617434493489456e-01,6.943821082367684916e-01,1.799738429807618556e-01,5.552293532146714700e-02,8.502663812499548779e-02,2.518739384641575235e-02,1.842745314504043996e-01,2.013094845671469652e-02,4.018739215556550032e-02,1.510670062746143592e-02,2.422861820062308796e-02,1.319527953619630684e-02,3.057376589688225177e-02,1.353814058381014665e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.028382948770637934e-01,9.405277243178150615e-01,9.387005625488205052e-01,5.128931971482049157e-01,9.246925363383383667e-01,5.125941727456490016e-01,5.169829031345410941e-01,8.911523631957041225e-01,8.818813589256226937e-01,6.579601818578244554e-01,6.671217649426179896e-01,9.348656153515377820e-01,6.596660525849269430e-01,7.681201872583036661e-01,8.655514154684872397e-01,6.851071782015578648e-01,2.500630200546007376e-01,4.791336783227034268e-01,8.103277762118977767e-01,7.991952117888269091e-01,6.386967022732259469e-01,8.134541846398797293e-01,8.488082410434752978e-01,5.144716017890628157e-01,5.194821107869350696e-01,9.756125855113236822e-01,8.737674131584467485e-01,5.280430300039906655e-01,9.412562770459124151e-01,5.466260656548265207e-01,6.217332938051538527e-01,8.243033084365325447e-01,3.282283273375263821e-02,3.330750143382107259e-02,5.906134858530069642e-02,2.732826935410051505e-02,5.221493575904732204e-02,1.283335014350867401e-02,4.229331117908645410e-02,1.139885276083050202e-02,4.768994121258065405e-02,1.284315173207627864e-02,2.315418152789889411e-02,1.473107608928291359e-02,2.481355373454279672e-02,1.091500070229462285e-02,1.460558906727055586e-02,1.019603320669520106e-02,1.416606532385896247e-02,1.737215679004182334e-02,1.240726851494263622e-02,1.123800957569818029e-02,1.078544850021823619e-02,1.319684701564596829e-02,1.773548491351236919e-02,1.619759356499688926e-02,1.005129373838955890e-02,1.063593184538526651e-02,1.075371881419101734e-02,1.061958608574559842e-02,1.172580741416322063e-02,1.013703815433168905e-02,1.015642893540242946e-02,1.003013274087512403e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.744482730964160566e-01,9.208811018861536857e-01,8.672068759284677908e-01,7.206883563992672048e-01,8.577391441383388493e-01,5.897974771272949113e-01,5.867933648422150039e-01,4.955516520472877939e-01,9.521533359621204839e-01,7.365397542623112193e-01,7.504920972385092925e-01,6.819599715734896428e-01,7.385996575972693101e-01,9.462807523850831348e-01,9.279394119097196247e-01,7.262205159037273816e-01,3.137096796963503853e-02,5.533565235697910367e-01,5.457853761574575913e-01,7.277401661650669817e-01,4.600834434116863880e-01,7.793825716844845486e-01,8.978606101483002089e-01,3.203156699808465957e-01,9.148295333441315291e-01,6.976178945968033451e-01,6.987735262464666031e-01,8.862671870384615236e-01,7.008065218628813930e-01,8.028016554844662478e-01,8.456318039372874296e-01,7.679438676628500549e-01,2.338917671358588246e-02,1.353033251820771540e-02,9.267914018171358181e-02,1.467490021904864321e-02,9.346282757435299404e-02,4.201712963637510567e-02,4.417847691327297932e-02,1.103854865198026190e-02,6.896357859720812777e-02,1.308440527329539534e-02,4.411892691530858168e-02,1.039299998631296185e-02,4.049273526869459627e-02,1.037236998959690376e-02,3.917947152786442622e-02,1.087136902702984763e-02,1.567918043011942708e-02,1.150032115552211340e-02,1.094744157860396902e-02,1.579738779574504232e-02,1.008561109133144194e-02,1.035141429478000225e-02,1.216120981418680400e-02,1.129976702855766194e-02,1.391699894563035861e-02,1.915368552749165815e-02,1.748267794295627758e-02,1.597691872131310267e-02,1.853075784303030715e-02,1.283796900472104763e-02,1.225082028382246460e-02,1.021506385064694343e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.899999999999999911e-01,6.424010537738900073e-01,5.504712010419379187e-01,8.510390017221591830e-01,4.637520799087898604e-01,8.378435171332420106e-01,8.628967890055583290e-01,4.641967355270352202e-01,5.443524099078161926e-01,8.452592667215903521e-01,8.718474799650893781e-01,6.768193963615954933e-01,8.773236772135695194e-01,4.283541307716141056e-01,5.550261742696159795e-01,8.543306413566011948e-01,9.510714687008346990e-01,5.135304896634087513e-01,6.393511288685783667e-01,8.648098728581884442e-01,3.173582544127874216e-01,7.418638506592480919e-01,6.967620293813626686e-01,4.212555434595571802e-01,6.986553030999178571e-01,7.897146729396957721e-01,8.698132225840283782e-01,6.550988818781052769e-01,9.064882369797800932e-01,2.004083074012554533e-01,6.294302578473504051e-01,6.098768029460572837e-01,5.504915174624741558e-01,1.000000000000000021e-02,1.326582768339224644e-02,1.000000000000000021e-02,1.432369110402314377e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.390668570813165944e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,6.205791317682022301e-01,1.000000000000000021e-02,1.293605075373578835e-02,1.000000000000000021e-02,1.302176815833348822e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.046625251165769939e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.128595505927037834e-01,8.976368625670562151e-01,9.270780156252554915e-01,8.560927523560465380e-01,9.003051223770619504e-01,8.268225543517083720e-01,8.201518896820423343e-01,8.314723504368336515e-01,9.062881304352987666e-01,8.122179231446018388e-01,8.147622933979827842e-01,9.630204005969950076e-01,7.505922277588685798e-01,5.136953295104524919e-01,7.670369708687384547e-01,6.478700165769536445e-01,8.221448963269291088e-01,8.183771569590376771e-01,9.757064417055957284e-01,8.178673078977067856e-01,9.053197440684103148e-01,7.567403561669123757e-01,7.410893194256252814e-01,8.854235794907089341e-01,8.800067976899702549e-01,7.985458283838082760e-01,7.921257067422607934e-01,5.010116720382480349e-01,7.816737299004468120e-01,8.837279161210130907e-01,6.664510097433535840e-01,6.999145683360320502e-01,9.210848757119555197e-01,7.183781931029768753e-02,4.327491301187874617e-01,2.164205503039615813e-02,5.512636135084282296e-01,1.809192738748715001e-01,1.346203034463853698e-01,1.420306934322118977e-02,7.039576231052738775e-01,1.897334650179937077e-01,1.202678226577537229e-01,1.191790142581864755e-02,1.213886848702762367e-01,2.240222052109935164e-02,3.230372009540294354e-02,2.358678012108284677e-02,9.188394786156577343e-01,9.899999999999999911e-01,2.387305680472728564e-01,3.696449934632523027e-01,3.149012359700624764e-01,2.124467399822567437e-02,5.604500867587425966e-02,1.635940433586715106e-02,4.841856433937340443e-01,1.752664894638595039e-01,1.694444969666669965e-01,2.315395730701727550e-02,1.308070775435284105e-01,3.329459876615838837e-02,3.333306910015217811e-02,1.547263110435680503e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
